"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species.group","species","subspecies","varietas"
"Taxa01942","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Sphaerulina","","","",""
"Taxa01943","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa01944","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Didymosphaeriaceae","","","Paracamarosporium","","Paracamarosporium hawaiiense","",""
"Taxa01945","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa01946","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa01947","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Polyporaceae","","","","","","",""
"Taxa01948","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Strophariaceae","","","","","","",""
"Taxa01949","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Meruliaceae","","","Phlebia","","Phlebia livida","Phlebia livida subsp. tuberculata",""
"Taxa01950","Eukaryota","","","","Oomycetes","","Pythiales","","","","","","","","",""
"Taxa01951","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Polyporaceae","","","Favolus","","Favolus acervatus","",""
"Taxa01952","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01953","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01954","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","","",""
"Taxa01955","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Pleosporaceae","","","Curvularia","","Curvularia intermedia","",""
"Taxa01956","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Hericiaceae","","","Pseudowrightoporia","","Pseudowrightoporia oblongispora","",""
"Taxa01957","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Aporpiaceae","","","","","","",""
"Taxa01958","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Dothideales","","Dothideaceae","","","","","","",""
"Taxa01959","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Cucurbitariaceae","","","Neocucurbitaria","","","",""
"Taxa01960","","","","","","","","","","","","","","","",""
"Taxa01961","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa01962","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","","","","",""
"Taxa01963","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Dacryobolaceae","","","Postia","","","",""
"Taxa01964","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa01965","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Derxomyces","","","",""
"Taxa01966","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa01967","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa01968","Eukaryota","Fungi","Dikarya","Basidiomycota","Dacrymycetes","","Dacrymycetales","","Dacrymycetaceae","","","Dacrymyces","","","",""
"Taxa01969","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Stereum","","","",""
"Taxa01970","","","","","","","","","","","","","","","",""
"Taxa01971","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Hyaloriaceae","","","","","","",""
"Taxa01972","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","","","","","","","",""
"Taxa01973","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Nectriaceae","","","Fusarium","Fusarium sambucinum species complex","","",""
"Taxa01974","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa01975","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa01976","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Periconiaceae","","","Periconia","","","",""
"Taxa01977","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","","","","","","","",""
"Taxa01978","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Trimorphomycetaceae","","","Carlosrosaea","","Carlosrosaea vrieseae","",""
"Taxa01979","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Epicoleosporium","","Epicoleosporium ramularioides","",""
"Taxa01980","","","","","","","","","","","","","","","",""
"Taxa01981","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Ramularia","","","",""
"Taxa01982","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa01983","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa01984","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa01985","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","","","","","","","",""
"Taxa01986","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","","",""
"Taxa01987","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Dissoconiaceae","","","Ramichloridium","","","",""
"Taxa01988","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Hypocreaceae","","","Trichoderma","","","",""
"Taxa01989","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","Neocatenulostroma","","","",""
"Taxa01990","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","","","","",""
"Taxa01991","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Meruliaceae","","","Phlebia","","Phlebia livida","Phlebia livida subsp. tuberculata",""
"Taxa01992","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","Vararia","","","",""
"Taxa01993","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Massarinaceae","","","Stagonospora","","Stagonospora trichophoricola","",""
"Taxa01994","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa01995","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Periconiaceae","","","Periconia","","","",""
"Taxa01996","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Dioszegia","","","",""
"Taxa01997","Eukaryota","Fungi","","","","","","","","","","","","","",""
"Taxa01998","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa01999","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","","","","Resinicium","","","",""
"Taxa02000","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","Erythrobasidiales","","Erythrobasidiaceae","","","Bannoa","","","",""
"Taxa02001","","","","","","","","","","","","","","","",""
"Taxa02002","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02003","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Hyaloriaceae","","","Stypella","","Stypella vermiformis","",""
"Taxa02004","","","","","","","","","","","","","","","",""
"Taxa02005","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02006","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02007","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa02008","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02009","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02010","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa02011","","","","","","","","","","","","","","","",""
"Taxa02012","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa02013","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Teichosporaceae","","","Teichospora","","","",""
"Taxa02014","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"Taxa02015","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","","","","","","","",""
"Taxa02016","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa02017","Eukaryota","Fungi","Dikarya","Basidiomycota","Dacrymycetes","","Dacrymycetales","","Dacrymycetaceae","","","","","","",""
"Taxa02018","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Diatrypaceae","","","Eutypella","","","",""
"Taxa02019","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa02020","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02021","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","","","","","","","","","",""
"Taxa02022","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02023","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Hyphodontia","","Hyphodontia alutacea","",""
"Taxa02024","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02025","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa02026","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","Diplomitoporus","","Diplomitoporus rimosus","",""
"Taxa02027","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","","","","","","","",""
"Taxa02028","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa02029","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02030","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","","","","","","","",""
"Taxa02031","","","","","","","","","","","","","","","",""
"Taxa02032","","","","","","","","","","","","","","","",""
"Taxa02033","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa02034","Eukaryota","Fungi","Dikarya","Basidiomycota","Classiculomycetes","","Classiculales","","Classiculaceae","","","","","","",""
"Taxa02035","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Atheliales","","Atheliaceae","","","","","","",""
"Taxa02036","Eukaryota","Fungi","Dikarya","Ascomycota","Taphrinomycetes","","Taphrinales","","Taphrinaceae","","","Taphrina","","","",""
"Taxa02037","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Strophariaceae","","","","","","",""
"Taxa02038","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Phanerochaetaceae","","","Phlebiopsis","","","",""
"Taxa02039","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02040","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02041","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","","","","","","uncultured Sebacinales","",""
"Taxa02042","","","","","","","","","","","","","","","",""
"Taxa02043","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","Sporobolomyces","","Sporobolomyces sp. (in: Microbotryomycetes)","",""
"Taxa02044","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa02045","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa02046","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02047","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Strophariaceae","","","Psilocybe","","","",""
"Taxa02048","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","","","","","","","","","",""
"Taxa02049","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa02050","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","","","","","","","",""
"Taxa02051","","","","","","","","","","","","","","","",""
"Taxa02052","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Hericiaceae","","","Pseudowrightoporia","","Pseudowrightoporia oblongispora","",""
"Taxa02053","","","","","","","","","","","","","","","",""
"Taxa02054","Eukaryota","Fungi","Dikarya","Basidiomycota","Dacrymycetes","","Dacrymycetales","","Dacrymycetaceae","","","Dacrymyces","","","",""
"Taxa02055","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","","","","","","","",""
"Taxa02056","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa02057","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02058","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa02059","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02060","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","Erythrobasidiales","","Erythrobasidiaceae","","","Erythrobasidium","","","",""
"Taxa02061","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Zymoseptoria","","","",""
"Taxa02062","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02063","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Bionectriaceae","","","Clonostachys","","","",""
"Taxa02064","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Dacryobolaceae","","","Postia","","","",""
"Taxa02065","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02066","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa02067","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Tricholomataceae","","","Tricholomopsis","","","",""
"Taxa02068","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","Setophaeosphaeria","","","",""
"Taxa02069","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","Eichleriella","","","",""
"Taxa02070","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","","","","","","","","","",""
"Taxa02071","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","Hyphoderma pinicola","",""
"Taxa02072","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","","","","","","","","","",""
"Taxa02073","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa02074","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","Aspergillaceae","","","Penicillium","","","",""
"Taxa02075","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Incrustoporiaceae","","","Tyromyces","","","",""
"Taxa02076","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Crustoderma","","Crustoderma dryinum","",""
"Taxa02077","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Schizophyllaceae","","","Schizophyllum","","","",""
"Taxa02078","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02079","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Lophiostomataceae","","","Biappendiculispora","","Biappendiculispora japonica","",""
"Taxa02080","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa02081","","","","","","","","","","","","","","","",""
"Taxa02082","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Pleosporaceae","","","Dichotomophthora","","Dichotomophthora lutea","",""
"Taxa02083","","","","","","","","","","","","","","","",""
"Taxa02084","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Stereum","","Stereum sanguinolentum","",""
"Taxa02085","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"Taxa02086","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa02087","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02088","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","","","","","","","","","",""
"Taxa02089","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02090","","","","","","","","","","","","","","","",""
"Taxa02091","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Stereum","","","",""
"Taxa02092","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","Vararia","","","",""
"Taxa02093","","","","","","","","","","","","","","","",""
"Taxa02094","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Irpicaceae","","","Gloeoporus","","Gloeoporus dichrous","",""
"Taxa02095","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","Chrysozymaceae","","","Oberwinklerozyma","","Oberwinklerozyma yarrowii","",""
"Taxa02096","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02097","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Xylariaceae","","","Nemania","","","",""
"Taxa02098","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02099","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa02100","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02101","","","","","","","","","","","","","","","",""
"Taxa02102","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Helotiales","","Hyaloscyphaceae","","","Lachnum","","","",""
"Taxa02103","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Sporocadaceae","","","Pestalotiopsis","","","",""
"Taxa02104","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Polyporaceae","","","Yuchengia","","Yuchengia narymica","",""
"Taxa02105","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","Agaricostilbales","","Agaricostilbaceae","","","","","","",""
"Taxa02106","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Hericiaceae","","","Dentipellis","","","",""
"Taxa02107","","","","","","","","","","","","","","","",""
"Taxa02108","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","","","","",""
"Taxa02109","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","Hyphoderma setigerum","",""
"Taxa02110","Eukaryota","Fungi","Dikarya","Ascomycota","Orbiliomycetes","","Orbiliales","","","","","Lecophagus","","Lecophagus longisporus","",""
"Taxa02111","Eukaryota","Fungi","","","","","","","","","","","","","",""
"Taxa02112","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Sistotrema","","Sistotrema sp.","",""
"Taxa02113","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Gelatoporiaceae","","","Cinereomyces","","Cinereomyces lindbladii","",""
"Taxa02114","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa02115","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa02116","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","Vararia","","","",""
"Taxa02117","","","","","","","","","","","","","","","",""
"Taxa02118","","","","","","","","","","","","","","","",""
"Taxa02119","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02120","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Xylariaceae","","","Nemania","","","",""
"Taxa02121","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","","","","","","","",""
"Taxa02122","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycetes","","Septobasidiales","","Septobasidiaceae","","","","","","",""
"Taxa02123","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","Diaporthales","","Diaporthaceae","","","Diaporthe","","Diaporthe sp. CZ-2018","",""
"Taxa02124","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","Rhodosporidiobolus","","","",""
"Taxa02125","","","","","","","","","","","","","","","",""
"Taxa02126","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02127","","","","","","","","","","","","","","","",""
"Taxa02128","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Zasmidium","","","",""
"Taxa02129","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","uncultured Oliveonia","",""
"Taxa02130","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Trechisporales","","Hydnodontaceae","","","Sistotremastrum","","","",""
"Taxa02131","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","","","","","","","",""
"Taxa02132","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","","","","",""
"Taxa02133","","","","","","","","","","","","","","","",""
"Taxa02134","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa02135","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","","","","","","","",""
"Taxa02136","","","","","","","","","","","","","","","",""
"Taxa02137","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa02138","Eukaryota","","","","","","Kinetoplastida","","Bodonidae","","","Bodo","","","",""
"Taxa02139","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycetes","","Pezizales","","Pezizaceae","","","","","","",""
"Taxa02140","","","","","","","","","","","","","","","",""
"Taxa02141","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","Phoma","","Phoma sp.","",""
"Taxa02142","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa02143","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa02144","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Laetisaria","","Laetisaria fuciformis","",""
"Taxa02145","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Phanerochaetaceae","","","Phanerochaete","","","",""
"Taxa02146","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa02147","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa02148","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa02149","","","","","","","","","","","","","","","",""
"Taxa02150","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","Agaricostilbales","","Kondoaceae","","","Kondoa","","Kondoa miscanthi","",""
"Taxa02151","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Phaeotremellaceae","","","Phaeotremella","","","",""
"Taxa02152","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Hyphodermataceae","","","Hyphoderma","","","",""
